"SourceContinent","ExporterContinent","ConsumerContinent","year","Nutrient","Unit","Value"
"PICs","Asia","Europe",2015,"Iron","mg",307601950.430781
"PICs","Asia","Europe",2015,"Vitamina","mcg",2449250728.54463
"PICs","Asia","Europe",2015,"Vitaminb12","mcg",1324523992.63684
"PICs","Asia","Europe",2016,"Protein","g",4991933168.28225
"PICs","Asia","Europe",2016,"Fattyacids","g",149913410.869895
"PICs","Asia","Europe",2016,"Calcium","mg",2313910354.35237
"PICs","Asia","Europe",2016,"Zinc","mg",186232130.405365
"PICs","Asia","Europe",2016,"Iron","mg",397608224.520428
"PICs","Asia","Europe",2016,"Vitamina","mcg",3279518343.08751
"PICs","Asia","Europe",2016,"Vitaminb12","mcg",1701020469.56453
"PICs","Asia","Europe",2017,"Protein","g",6905595191.46468
"PICs","Asia","Europe",2017,"Fattyacids","g",154107648.118736
"PICs","Asia","Europe",2017,"Calcium","mg",2573357592.19659
"PICs","Asia","Europe",2017,"Zinc","mg",224124139.821144
"PICs","Asia","Europe",2017,"Iron","mg",453529800.088857
"PICs","Asia","Europe",2017,"Vitamina","mcg",4731570457.50163
"PICs","Asia","Europe",2017,"Vitaminb12","mcg",1840197203.4149
"PICs","Asia","Europe",2018,"Protein","g",6706176816.48839
"PICs","Asia","Europe",2018,"Fattyacids","g",160369038.558066
"PICs","Asia","Europe",2018,"Calcium","mg",2590820187.71452
"PICs","Asia","Europe",2018,"Zinc","mg",224122785.976768
"PICs","Asia","Europe",2018,"Iron","mg",457866832.622084
"PICs","Asia","Europe",2018,"Vitamina","mcg",4572838919.1291
"PICs","Asia","Europe",2018,"Vitaminb12","mcg",1890550121.84824
"PICs","Asia","Europe",2019,"Protein","g",7518868148.25642
"PICs","Asia","Europe",2019,"Fattyacids","g",222670875.409439
"PICs","Asia","Europe",2019,"Calcium","mg",3343588663.24923
"PICs","Asia","Europe",2019,"Zinc","mg",281081584.726527
"PICs","Asia","Europe",2019,"Iron","mg",596417578.657122
"PICs","Asia","Europe",2019,"Vitamina","mcg",4961638422.1222
"PICs","Asia","Europe",2019,"Vitaminb12","mcg",2567453636.73674
"PICs","Asia","Europe",2020,"Protein","g",5101460797.74273
"PICs","Asia","Europe",2020,"Fattyacids","g",153423315.766615
"PICs","Asia","Europe",2020,"Calcium","mg",2155446898.79437
"PICs","Asia","Europe",2020,"Zinc","mg",192402024.383261
"PICs","Asia","Europe",2020,"Iron","mg",414791298.714367
"PICs","Asia","Europe",2020,"Vitamina","mcg",3313876193.48762
"PICs","Asia","Europe",2020,"Vitaminb12","mcg",1789886275.42957
"PICs","Asia","Oceania",2007,"Protein","g",1551700878.88038
"PICs","Asia","Oceania",2007,"Fattyacids","g",50072420.7700182
"PICs","Asia","Oceania",2007,"Calcium","mg",720574842.570969
"PICs","Asia","Oceania",2007,"Zinc","mg",60548937.3101496
"PICs","Asia","Oceania",2007,"Iron","mg",130675282.376518
"PICs","Asia","Oceania",2007,"Vitamina","mcg",1009700528.92651
"PICs","Asia","Oceania",2007,"Vitaminb12","mcg",568578545.378428
"PICs","Asia","Oceania",2008,"Protein","g",1340667811.70682
"PICs","Asia","Oceania",2008,"Fattyacids","g",40045494.0977404
"PICs","Asia","Oceania",2008,"Calcium","mg",672352128.741588
"PICs","Asia","Oceania",2008,"Zinc","mg",49950028.6304282
"PICs","Asia","Oceania",2008,"Iron","mg",103671802.60143
"PICs","Asia","Oceania",2008,"Vitamina","mcg",904625105.34919
"PICs","Asia","Oceania",2008,"Vitaminb12","mcg",443470852.279731
"PICs","Asia","Oceania",2009,"Protein","g",1293969063.73639
"PICs","Asia","Oceania",2009,"Fattyacids","g",41688445.9197532
"PICs","Asia","Oceania",2009,"Calcium","mg",682046148.401359
"PICs","Asia","Oceania",2009,"Zinc","mg",49825991.8420028
"PICs","Asia","Oceania",2009,"Iron","mg",104691683.717465
"PICs","Asia","Oceania",2009,"Vitamina","mcg",865680981.990802
"PICs","Asia","Oceania",2009,"Vitaminb12","mcg",451205261.977964
"PICs","Asia","Oceania",2010,"Protein","g",1407510726.52451
"PICs","Asia","Oceania",2010,"Fattyacids","g",43054670.7809843
"PICs","Asia","Oceania",2010,"Calcium","mg",747676193.733568
"PICs","Asia","Oceania",2010,"Zinc","mg",52278142.5615408
"PICs","Asia","Oceania",2010,"Iron","mg",107947788.073205
"PICs","Asia","Oceania",2010,"Vitamina","mcg",956795709.523184
"PICs","Asia","Oceania",2010,"Vitaminb12","mcg",456509702.51311
"PICs","Asia","Oceania",2011,"Protein","g",1832653587.2466
"PICs","Asia","Oceania",2011,"Fattyacids","g",58222465.2913418
"PICs","Asia","Oceania",2011,"Calcium","mg",903341048.635916
"PICs","Asia","Oceania",2011,"Zinc","mg",70307345.2853702
"PICs","Asia","Oceania",2011,"Iron","mg",149141459.756005
"PICs","Asia","Oceania",2011,"Vitamina","mcg",1210970020.65952
"PICs","Asia","Oceania",2011,"Vitaminb12","mcg",640482797.091688
"PICs","Asia","Oceania",2012,"Protein","g",1817968855.1304
"PICs","Asia","Oceania",2012,"Fattyacids","g",56575966.9791815
"PICs","Asia","Oceania",2012,"Calcium","mg",866478547.99325
"PICs","Asia","Oceania",2012,"Zinc","mg",68690270.4377084
"PICs","Asia","Oceania",2012,"Iron","mg",145302475.03313
"PICs","Asia","Oceania",2012,"Vitamina","mcg",1220052332.51236
"PICs","Asia","Oceania",2012,"Vitaminb12","mcg",618537031.439905
"PICs","Asia","Oceania",2013,"Protein","g",1459716256.07695
"PICs","Asia","Oceania",2013,"Fattyacids","g",45589349.4136003
"PICs","Asia","Oceania",2013,"Calcium","mg",707902368.088075
"PICs","Asia","Oceania",2013,"Zinc","mg",55488468.3760294
"PICs","Asia","Oceania",2013,"Iron","mg",117601478.193398
"PICs","Asia","Oceania",2013,"Vitamina","mcg",952106204.153023
"PICs","Asia","Oceania",2013,"Vitaminb12","mcg",501956754.061299
"PICs","Asia","Oceania",2014,"Protein","g",1323651292.75499
"PICs","Asia","Oceania",2014,"Fattyacids","g",41044787.7387888
"PICs","Asia","Oceania",2014,"Calcium","mg",681774505.3274
"PICs","Asia","Oceania",2014,"Zinc","mg",50716085.8382026
"PICs","Asia","Oceania",2014,"Iron","mg",105083913.141281
"PICs","Asia","Oceania",2014,"Vitamina","mcg",864780718.956033
"PICs","Asia","Oceania",2014,"Vitaminb12","mcg",448759765.020789
"PICs","Asia","Oceania",2015,"Protein","g",2072146865.82728
"PICs","Asia","Oceania",2015,"Fattyacids","g",66136836.7579449
"PICs","Asia","Oceania",2015,"Calcium","mg",1024593446.7526
"PICs","Asia","Oceania",2015,"Zinc","mg",82248388.56821
"PICs","Asia","Oceania",2015,"Iron","mg",171395159.045145
"PICs","Asia","Oceania",2015,"Vitamina","mcg",1322540041.48317
"PICs","Asia","Oceania",2015,"Vitaminb12","mcg",740828432.724585
"PICs","Asia","Oceania",2016,"Protein","g",2632707094.3075
"PICs","Asia","Oceania",2016,"Fattyacids","g",83124036.4217269
"PICs","Asia","Oceania",2016,"Calcium","mg",1209175319.95539
"PICs","Asia","Oceania",2016,"Zinc","mg",101190171.627887
"PICs","Asia","Oceania",2016,"Iron","mg",219519392.70871
"PICs","Asia","Oceania",2016,"Vitamina","mcg",1689276802.00267
"PICs","Asia","Oceania",2016,"Vitaminb12","mcg",949531183.198283
"PICs","Asia","Oceania",2017,"Protein","g",2689975506.41097
"PICs","Asia","Oceania",2017,"Fattyacids","g",82793562.9422732
"PICs","Asia","Oceania",2017,"Calcium","mg",1169984556.17156
"PICs","Asia","Oceania",2017,"Zinc","mg",101359903.149006
"PICs","Asia","Oceania",2017,"Iron","mg",220784195.797658
"PICs","Asia","Oceania",2017,"Vitamina","mcg",1702765040.10348
"PICs","Asia","Oceania",2017,"Vitaminb12","mcg",949034007.880201
"PICs","Asia","Oceania",2018,"Protein","g",2978966518.99233
"PICs","Asia","Oceania",2018,"Fattyacids","g",97931188.4267868
"PICs","Asia","Oceania",2018,"Calcium","mg",1346831090.35123
"PICs","Asia","Oceania",2018,"Zinc","mg",116699239.64164
"PICs","Asia","Oceania",2018,"Iron","mg",256146166.29211
"PICs","Asia","Oceania",2018,"Vitamina","mcg",1876100554.80182
"PICs","Asia","Oceania",2018,"Vitaminb12","mcg",1116679916.03959
"PICs","Asia","Oceania",2019,"Protein","g",2767192966.02606
"PICs","Asia","Oceania",2019,"Fattyacids","g",92914486.5904634
"PICs","Asia","Oceania",2019,"Calcium","mg",1289936868.47246
"PICs","Asia","Oceania",2019,"Zinc","mg",110198001.830012
"PICs","Asia","Oceania",2019,"Iron","mg",241301225.994891
"PICs","Asia","Oceania",2019,"Vitamina","mcg",1751487828.55275
"PICs","Asia","Oceania",2019,"Vitaminb12","mcg",1057145707.29792
"PICs","Asia","Oceania",2020,"Protein","g",2688159999.0242
"PICs","Asia","Oceania",2020,"Fattyacids","g",87161506.8504627
"PICs","Asia","Oceania",2020,"Calcium","mg",1190076716.69242
"PICs","Asia","Oceania",2020,"Zinc","mg",104802120.728266
"PICs","Asia","Oceania",2020,"Iron","mg",230788468.557062
"PICs","Asia","Oceania",2020,"Vitamina","mcg",1683553201.32743
"PICs","Asia","Oceania",2020,"Vitaminb12","mcg",1005789241.65696
"PICs","Asia","PICs",2007,"Protein","g",178194244.598838
"PICs","Asia","PICs",2007,"Fattyacids","g",5766620.05064282
"PICs","Asia","PICs",2007,"Calcium","mg",82921964.9974457
"PICs","Asia","PICs",2007,"Zinc","mg",6971354.47097013
"PICs","Asia","PICs",2007,"Iron","mg",15049242.1551517
"PICs","Asia","PICs",2007,"Vitamina","mcg",115875215.908041
"PICs","Asia","PICs",2007,"Vitaminb12","mcg",65584658.463888
"PICs","Asia","PICs",2008,"Protein","g",124002271.962299
"PICs","Asia","PICs",2008,"Fattyacids","g",3717191.13774232
"PICs","Asia","PICs",2008,"Calcium","mg",64022190.4685392
"PICs","Asia","PICs",2008,"Zinc","mg",4627353.92965476
"PICs","Asia","PICs",2008,"Iron","mg",9549741.42529536
"PICs","Asia","PICs",2008,"Vitamina","mcg",83918759.1464972
"PICs","Asia","PICs",2008,"Vitaminb12","mcg",40923357.6343284
"PICs","Asia","PICs",2009,"Protein","g",134830642.910526
"PICs","Asia","PICs",2009,"Fattyacids","g",4351258.80602344
"PICs","Asia","PICs",2009,"Calcium","mg",105816370.765691
"PICs","Asia","PICs",2009,"Zinc","mg",5165323.11311034
"PICs","Asia","PICs",2009,"Iron","mg",10677184.5408432
"PICs","Asia","PICs",2009,"Vitamina","mcg",92828414.5525386
"PICs","Asia","PICs",2009,"Vitaminb12","mcg",45792869.7512174
"PICs","Asia","PICs",2010,"Protein","g",213005363.182012
"PICs","Asia","PICs",2010,"Fattyacids","g",6153717.59208319
"PICs","Asia","PICs",2010,"Calcium","mg",119451572.860627
"PICs","Asia","PICs",2010,"Zinc","mg",7704812.71416881
"PICs","Asia","PICs",2010,"Iron","mg",15404647.094054
"PICs","Asia","PICs",2010,"Vitamina","mcg",147751664.660768
"PICs","Asia","PICs",2010,"Vitaminb12","mcg",64865515.9436991
"PICs","Asia","PICs",2011,"Protein","g",246581927.147747
"PICs","Asia","PICs",2011,"Fattyacids","g",6682563.66945815
"PICs","Asia","PICs",2011,"Calcium","mg",103868976.922151
"PICs","Asia","PICs",2011,"Zinc","mg",8608759.43231751
"PICs","Asia","PICs",2011,"Iron","mg",17974851.8236164
"PICs","Asia","PICs",2011,"Vitamina","mcg",167580746.650914
"PICs","Asia","PICs",2011,"Vitaminb12","mcg",73723920.1005506
"PICs","Asia","PICs",2012,"Protein","g",266778157.492596
"PICs","Asia","PICs",2012,"Fattyacids","g",8266775.38587356
"PICs","Asia","PICs",2012,"Calcium","mg",125574336.342983
"PICs","Asia","PICs",2012,"Zinc","mg",10068990.5653536
"PICs","Asia","PICs",2012,"Iron","mg",21338089.3339129
"PICs","Asia","PICs",2012,"Vitamina","mcg",178758713.197775
"PICs","Asia","PICs",2012,"Vitaminb12","mcg",90966449.8360978
"PICs","Asia","PICs",2013,"Protein","g",304690038.949308
"PICs","Asia","PICs",2013,"Fattyacids","g",8375866.83295242
"PICs","Asia","PICs",2013,"Calcium","mg",166295197.723389
"PICs","Asia","PICs",2013,"Zinc","mg",10739462.0052743
"PICs","Asia","PICs",2013,"Iron","mg",21351956.4189343
"PICs","Asia","PICs",2013,"Vitamina","mcg",210771548.309145
"PICs","Asia","PICs",2013,"Vitaminb12","mcg",89021379.0090141
"PICs","Asia","PICs",2014,"Protein","g",416534697.906555
"PICs","Asia","PICs",2014,"Fattyacids","g",11349274.0936473
"PICs","Asia","PICs",2014,"Calcium","mg",220004101.28278
"PICs","Asia","PICs",2014,"Zinc","mg",13871707.4085891
"PICs","Asia","PICs",2014,"Iron","mg",27018669.9284424
"PICs","Asia","PICs",2014,"Vitamina","mcg",308260761.895256
"PICs","Asia","PICs",2014,"Vitaminb12","mcg",103566299.440261
"PICs","Asia","PICs",2015,"Protein","g",443371795.606703
"PICs","Asia","PICs",2015,"Fattyacids","g",13945493.3920259
"PICs","Asia","PICs",2015,"Calcium","mg",212618176.664268
"PICs","Asia","PICs",2015,"Zinc","mg",16445847.0382813
"PICs","Asia","PICs",2015,"Iron","mg",34655660.8670743
"PICs","Asia","PICs",2015,"Vitamina","mcg",301806704.199148
"PICs","Asia","PICs",2015,"Vitaminb12","mcg",142967619.157152
"PICs","Asia","PICs",2016,"Protein","g",531666367.518884
"PICs","Asia","PICs",2016,"Fattyacids","g",16433652.6826158
"PICs","Asia","PICs",2016,"Calcium","mg",238851020.864011
"PICs","Asia","PICs",2016,"Zinc","mg",19938624.4780734
"PICs","Asia","PICs",2016,"Iron","mg",42766471.2164801
"PICs","Asia","PICs",2016,"Vitamina","mcg",351881440.40692
"PICs","Asia","PICs",2016,"Vitaminb12","mcg",181139791.248802
"PICs","Asia","PICs",2017,"Protein","g",493690529.846748
"PICs","Asia","PICs",2017,"Fattyacids","g",15084185.1569133
"PICs","Asia","PICs",2017,"Calcium","mg",223057360.727858
"PICs","Asia","PICs",2017,"Zinc","mg",18401834.924674
"PICs","Asia","PICs",2017,"Iron","mg",39566537.6120289
"PICs","Asia","PICs",2017,"Vitamina","mcg",320505624.011109
"PICs","Asia","PICs",2017,"Vitaminb12","mcg",168615016.388185
"PICs","Asia","PICs",2018,"Protein","g",364523835.280261
"PICs","Asia","PICs",2018,"Fattyacids","g",11830998.4345852
"PICs","Asia","PICs",2018,"Calcium","mg",171786899.805662
"PICs","Asia","PICs",2018,"Zinc","mg",13904138.8400226
"PICs","Asia","PICs",2018,"Iron","mg",29869063.5078897
"PICs","Asia","PICs",2018,"Vitamina","mcg",236606163.215118
"PICs","Asia","PICs",2018,"Vitaminb12","mcg",130540319.534524
"PICs","Asia","PICs",2019,"Protein","g",340153445.364631
"PICs","Asia","PICs",2019,"Fattyacids","g",11420613.2560799
"PICs","Asia","PICs",2019,"Calcium","mg",167445591.164998
"PICs","Asia","PICs",2019,"Zinc","mg",13516938.9355849
"PICs","Asia","PICs",2019,"Iron","mg",29255813.1066298
"PICs","Asia","PICs",2019,"Vitamina","mcg",219083242.988777
"PICs","Asia","PICs",2019,"Vitaminb12","mcg",128347773.197936
"PICs","Asia","PICs",2020,"Protein","g",355386693.681547
"PICs","Asia","PICs",2020,"Fattyacids","g",11940652.9234898
"PICs","Asia","PICs",2020,"Calcium","mg",159735009.565412
"PICs","Asia","PICs",2020,"Zinc","mg",14156038.2630859
"PICs","Asia","PICs",2020,"Iron","mg",31207661.3131947
"PICs","Asia","PICs",2020,"Vitamina","mcg",224233620.999495
"PICs","Asia","PICs",2020,"Vitaminb12","mcg",137297378.672177
"PICs","Asia",NA,2011,"Protein","g",515528.440942142
"PICs","Asia",NA,2011,"Fattyacids","g",19560.0605115531
"PICs","Asia",NA,2011,"Calcium","mg",244916.606993253
"PICs","Asia",NA,2011,"Zinc","mg",18555.2170705309
"PICs","Asia",NA,2011,"Iron","mg",39631.9866717238
"PICs","Asia",NA,2011,"Vitamina","mcg",412008.345590111
"PICs","Asia",NA,2011,"Vitaminb12","mcg",138245.418557326
"PICs","Europe","Africa",2007,"Protein","g",37261358.5086144
"PICs","Europe","Africa",2007,"Fattyacids","g",821674.804614094
"PICs","Europe","Africa",2007,"Calcium","mg",22244309.0874696
"PICs","Europe","Africa",2007,"Zinc","mg",1142718.18003387
"PICs","Europe","Africa",2007,"Iron","mg",1982689.9916639
"PICs","Europe","Africa",2007,"Vitamina","mcg",28677001.6282273
"PICs","Europe","Africa",2007,"Vitaminb12","mcg",7359429.5324304
"PICs","Europe","Africa",2008,"Protein","g",104943671.372087
"PICs","Europe","Africa",2008,"Fattyacids","g",3018497.51617473
"PICs","Europe","Africa",2008,"Calcium","mg",78532139.0739399
"PICs","Europe","Africa",2008,"Zinc","mg",3025689.22737765
"PICs","Europe","Africa",2008,"Iron","mg",4770021.31360979
"PICs","Europe","Africa",2008,"Vitamina","mcg",95698120.7935035
"PICs","Europe","Africa",2008,"Vitaminb12","mcg",11554145.6466555
"PICs","Europe","Africa",2009,"Protein","g",412463535.936465
"PICs","Europe","Africa",2009,"Fattyacids","g",12959212.774764
"PICs","Europe","Africa",2009,"Calcium","mg",251004705.272241
"PICs","Europe","Africa",2009,"Zinc","mg",14745957.5970736
"PICs","Europe","Africa",2009,"Iron","mg",29158581.0609759
"PICs","Europe","Africa",2009,"Vitamina","mcg",302349870.792508
"PICs","Europe","Africa",2009,"Vitaminb12","mcg",116199248.652585
"PICs","Europe","Africa",2010,"Protein","g",108288335.778191
"PICs","Europe","Africa",2010,"Fattyacids","g",2660376.17127862
"PICs","Europe","Africa",2010,"Calcium","mg",53055524.3592016
"PICs","Europe","Africa",2010,"Zinc","mg",3347775.47055692
"PICs","Europe","Africa",2010,"Iron","mg",6298107.0869265
"PICs","Europe","Africa",2010,"Vitamina","mcg",83868476.6491165
"PICs","Europe","Africa",2010,"Vitaminb12","mcg",22165236.9727122
"PICs","Europe","Africa",2011,"Protein","g",161165981.747481
"PICs","Europe","Africa",2011,"Fattyacids","g",4218211.65855599
"PICs","Europe","Africa",2011,"Calcium","mg",121906008.125732
"PICs","Europe","Africa",2011,"Zinc","mg",5407305.54162186
"PICs","Europe","Africa",2011,"Iron","mg",9352795.57110622
"PICs","Europe","Africa",2011,"Vitamina","mcg",121736318.639743
"PICs","Europe","Africa",2011,"Vitaminb12","mcg",37701855.5618296
"PICs","Europe","Africa",2012,"Protein","g",137180887.548571
"PICs","Europe","Africa",2012,"Fattyacids","g",3113090.56259981
"PICs","Europe","Africa",2012,"Calcium","mg",55827106.6735403
"PICs","Europe","Africa",2012,"Zinc","mg",4406546.93472128
"PICs","Europe","Africa",2012,"Iron","mg",8723253.00414667
"PICs","Europe","Africa",2012,"Vitamina","mcg",97496560.7748732
"PICs","Europe","Africa",2012,"Vitaminb12","mcg",34293941.3338878
"PICs","Europe","Africa",2013,"Protein","g",189408938.963171
"PICs","Europe","Africa",2013,"Fattyacids","g",4529926.44755992
"PICs","Europe","Africa",2013,"Calcium","mg",76306151.9450486
"PICs","Europe","Africa",2013,"Zinc","mg",6351936.44417245
"PICs","Europe","Africa",2013,"Iron","mg",12846492.6049679
"PICs","Europe","Africa",2013,"Vitamina","mcg",130543741.448612
"PICs","Europe","Africa",2013,"Vitaminb12","mcg",52331286.7222056
"PICs","Europe","Africa",2014,"Protein","g",108467620.404903
"PICs","Europe","Africa",2014,"Fattyacids","g",3371147.28945705
"PICs","Europe","Africa",2014,"Calcium","mg",48520921.1831986
"PICs","Europe","Africa",2014,"Zinc","mg",4104015.60628362
"PICs","Europe","Africa",2014,"Iron","mg",8790523.4872178
"PICs","Europe","Africa",2014,"Vitamina","mcg",71481409.1790051
"PICs","Europe","Africa",2014,"Vitaminb12","mcg",37331206.2399923
"PICs","Europe","Africa",2015,"Protein","g",100433427.789111
"PICs","Europe","Africa",2015,"Fattyacids","g",2463411.69336666
"PICs","Europe","Africa",2015,"Calcium","mg",39951804.5728061
"PICs","Europe","Africa",2015,"Zinc","mg",3436184.13557257
"PICs","Europe","Africa",2015,"Iron","mg",6985589.29019667
"PICs","Europe","Africa",2015,"Vitamina","mcg",68129184.7223322
"PICs","Europe","Africa",2015,"Vitaminb12","mcg",28601617.8817296
"PICs","Europe","Africa",2016,"Protein","g",106402152.908811
"PICs","Europe","Africa",2016,"Fattyacids","g",2292602.63745147
"PICs","Europe","Africa",2016,"Calcium","mg",139381084.229753
"PICs","Europe","Africa",2016,"Zinc","mg",3470722.2433584
"PICs","Europe","Africa",2016,"Iron","mg",6801144.22450836
"PICs","Europe","Africa",2016,"Vitamina","mcg",71403924.8271314
"PICs","Europe","Africa",2016,"Vitaminb12","mcg",25862237.3202412
"PICs","Europe","Africa",2017,"Protein","g",150285024.770956
"PICs","Europe","Africa",2017,"Fattyacids","g",2934218.94448901
"PICs","Europe","Africa",2017,"Calcium","mg",56438117.3276275
"PICs","Europe","Africa",2017,"Zinc","mg",4478837.87801985
"PICs","Europe","Africa",2017,"Iron","mg",8509308.78790886
"PICs","Europe","Africa",2017,"Vitamina","mcg",107819439.922956
"PICs","Europe","Africa",2017,"Vitaminb12","mcg",33476084.6174231
"PICs","Europe","Africa",2018,"Protein","g",171265150.186548
"PICs","Europe","Africa",2018,"Fattyacids","g",4604311.6680707
"PICs","Europe","Africa",2018,"Calcium","mg",75161036.6801782
"PICs","Europe","Africa",2018,"Zinc","mg",6102025.68801685
"PICs","Europe","Africa",2018,"Iron","mg",12637549.9600879
"PICs","Europe","Africa",2018,"Vitamina","mcg",115202070.406714
"PICs","Europe","Africa",2018,"Vitaminb12","mcg",53406575.2968764
"PICs","Europe","Africa",2019,"Protein","g",144130668.966157
"PICs","Europe","Africa",2019,"Fattyacids","g",4251833.09866687
"PICs","Europe","Africa",2019,"Calcium","mg",68346788.1860854
"PICs","Europe","Africa",2019,"Zinc","mg",5378132.35280954
"PICs","Europe","Africa",2019,"Iron","mg",11268062.7867864
"PICs","Europe","Africa",2019,"Vitamina","mcg",95925882.4149863
"PICs","Europe","Africa",2019,"Vitaminb12","mcg",48491941.1702374
"PICs","Europe","Africa",2020,"Protein","g",139499286.225246
"PICs","Europe","Africa",2020,"Fattyacids","g",2775594.46167168
"PICs","Europe","Africa",2020,"Calcium","mg",49306037.6870556
"PICs","Europe","Africa",2020,"Zinc","mg",4360094.51090858
"PICs","Europe","Africa",2020,"Iron","mg",8608473.73921504
"PICs","Europe","Africa",2020,"Vitamina","mcg",97549772.8123169
"PICs","Europe","Africa",2020,"Vitaminb12","mcg",34245762.5463843
"PICs","Europe","Americas",2007,"Protein","g",4800365.84999938
"PICs","Europe","Americas",2007,"Fattyacids","g",112859.587992568
"PICs","Europe","Americas",2007,"Calcium","mg",1979753.30660346
"PICs","Europe","Americas",2007,"Zinc","mg",155954.419360148
"PICs","Europe","Americas",2007,"Iron","mg",309297.44317294
"PICs","Europe","Americas",2007,"Vitamina","mcg",3444206.48679587
"PICs","Europe","Americas",2007,"Vitaminb12","mcg",1214035.39867802
"PICs","Europe","Americas",2008,"Protein","g",8081923.53170037
"PICs","Europe","Americas",2008,"Fattyacids","g",172733.324747987
"PICs","Europe","Americas",2008,"Calcium","mg",4501910.90207267
"PICs","Europe","Americas",2008,"Zinc","mg",244794.124796985
"PICs","Europe","Americas",2008,"Iron","mg",433041.128347631
"PICs","Europe","Americas",2008,"Vitamina","mcg",6119362.97939847
"PICs","Europe","Americas",2008,"Vitaminb12","mcg",1601230.05365839
"PICs","Europe","Americas",2009,"Protein","g",13660847.9004004
"PICs","Europe","Americas",2009,"Fattyacids","g",295130.451481864
"PICs","Europe","Americas",2009,"Calcium","mg",6999198.7827125
"PICs","Europe","Americas",2009,"Zinc","mg",430848.257318859
"PICs","Europe","Americas",2009,"Iron","mg",795041.628841601
"PICs","Europe","Americas",2009,"Vitamina","mcg",9974586.80639963
"PICs","Europe","Americas",2009,"Vitaminb12","mcg",3129093.47532684
"PICs","Europe","Americas",2010,"Protein","g",15167831.8762679
"PICs","Europe","Americas",2010,"Fattyacids","g",434178.550030254
"PICs","Europe","Americas",2010,"Calcium","mg",8417369.09504601
"PICs","Europe","Americas",2010,"Zinc","mg",538152.889890261
"PICs","Europe","Americas",2010,"Iron","mg",1065694.17136173
"PICs","Europe","Americas",2010,"Vitamina","mcg",10806570.0052798
"PICs","Europe","Americas",2010,"Vitaminb12","mcg",4377464.92586892
"PICs","Europe","Americas",2011,"Protein","g",34296082.5280955
"PICs","Europe","Americas",2011,"Fattyacids","g",886147.73370318
"PICs","Europe","Americas",2011,"Calcium","mg",13192111.5878731
"PICs","Europe","Americas",2011,"Zinc","mg",1183963.57687201
"PICs","Europe","Americas",2011,"Iron","mg",2541386.62596955
"PICs","Europe","Americas",2011,"Vitamina","mcg",21789458.878967
"PICs","Europe","Americas",2011,"Vitaminb12","mcg",10584879.3559887
"PICs","Europe","Americas",2012,"Protein","g",51706737.7171672
"PICs","Europe","Americas",2012,"Fattyacids","g",1593042.63012498
"PICs","Europe","Americas",2012,"Calcium","mg",22069833.2085699
"PICs","Europe","Americas",2012,"Zinc","mg",1975452.31491771
"PICs","Europe","Americas",2012,"Iron","mg",4278822.20099031
"PICs","Europe","Americas",2012,"Vitamina","mcg",33468003.9114442
"PICs","Europe","Americas",2012,"Vitaminb12","mcg",18511009.7286232
"PICs","Europe","Americas",2013,"Protein","g",61970786.2166613
"PICs","Europe","Americas",2013,"Fattyacids","g",1696050.29845779
"PICs","Europe","Americas",2013,"Calcium","mg",25197856.9473163
"PICs","Europe","Americas",2013,"Zinc","mg",2230118.17382872
"PICs","Europe","Americas",2013,"Iron","mg",4709339.1585961
"PICs","Europe","Americas",2013,"Vitamina","mcg",41135233.8499723
"PICs","Europe","Americas",2013,"Vitaminb12","mcg",19945167.873846
"PICs","Europe","Americas",2014,"Protein","g",56362739.9948223
"PICs","Europe","Americas",2014,"Fattyacids","g",1782462.44444527
"PICs","Europe","Americas",2014,"Calcium","mg",25019563.4952516
"PICs","Europe","Americas",2014,"Zinc","mg",2151261.33399316
"PICs","Europe","Americas",2014,"Iron","mg",4650800.10202205
"PICs","Europe","Americas",2014,"Vitamina","mcg",36732868.5581159
"PICs","Europe","Americas",2014,"Vitaminb12","mcg",19847992.938793
"PICs","Europe","Americas",2015,"Protein","g",63592156.5029927
"PICs","Europe","Americas",2015,"Fattyacids","g",1939512.25776807
"PICs","Europe","Americas",2015,"Calcium","mg",28018688.6920363
"PICs","Europe","Americas",2015,"Zinc","mg",2410411.93229929
"PICs","Europe","Americas",2015,"Iron","mg",5127781.17716192
"PICs","Europe","Americas",2015,"Vitamina","mcg",41335854.8545684
"PICs","Europe","Americas",2015,"Vitaminb12","mcg",21781580.1461828
"PICs","Europe","Americas",2016,"Protein","g",55989182.1421114
"PICs","Europe","Americas",2016,"Fattyacids","g",1690033.26034247
"PICs","Europe","Americas",2016,"Calcium","mg",25846745.4098026
"PICs","Europe","Americas",2016,"Zinc","mg",2100875.84979769
"PICs","Europe","Americas",2016,"Iron","mg",4529324.35619557
"PICs","Europe","Americas",2016,"Vitamina","mcg",36316221.4008927
"PICs","Europe","Americas",2016,"Vitaminb12","mcg",19403073.7804834
"PICs","Europe","Americas",2017,"Protein","g",82773150.7525337
"PICs","Europe","Americas",2017,"Fattyacids","g",2368339.88095705
"PICs","Europe","Americas",2017,"Calcium","mg",35057711.3297669
"PICs","Europe","Americas",2017,"Zinc","mg",3045179.76075561
"PICs","Europe","Americas",2017,"Iron","mg",6473277.18784464
"PICs","Europe","Americas",2017,"Vitamina","mcg",54430918.2473362
"PICs","Europe","Americas",2017,"Vitaminb12","mcg",27674851.4876214
"PICs","Europe","Americas",2018,"Protein","g",90786785.0268005
